FIPS,trump16,clinton16,otherpres16,romney12,obama12,otherpres12,demsen16,repsen16,othersen16,demhouse16,rephouse16,otherhouse16,repgov14,demgov14,white_pct,black_pct,hispanic_pct,nonwhite_pct,foreignborn_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc,Density,TotalCongregations,TotalAdherents,TotalAdherentsperThousand,EvangelicalProtestantAdherents,EvangelicalProtestantsPerThous,BlackProtestantAdherents,BlackProtestantsperThousand,MainlineProtestantAdherents,MainlineProtestantsperThousand,CatholicAdherents,CatholicAdherentsperThousand,OrthodoxAdherents,OrthodoxAdherentsperThousand,MuslimsEstimated,MuslimsEstimatedperThousand,ConservativeJudaismAdherents,ConservativeJudaismperThou,OrthodoxJudaismAdherents,OrthodoxJudaismperThousand,ReconstructionistJudaism,ReconstructionismJudaismperThou,ReformJudaismAdherents,ReformJudaismperThousand,TotalJudaismAdherents,TotalJudaismAdherentsperThousand
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
15003,90326,175696,19768,88461,204349,3932,203372,64939,10345,203339,61163,10982,100246,119271,18.88421366,2.178624294,9.3855,81.11578634,19.26658487,49.64341403,39.64370785,15.85614575,77161,5.099698825,8.945779825,66.64935404,2.747334123,51.59582346,0.862876584,2,1662,744,374560.00,392.95,92310.00,96.84,.,.,28013.00,29.39,173716.00,182.24,300.00,0.31,308.00,0.32,108.00,0.11,60.00,0.06,.,.,610.00,0.64,778.00,0.81
16001,93752,75677,26240,97554,77137,5855,72847,104650,9646,77689,110777,4798,55407,66347,85.54337972,1.174030878,7.7278,14.45662028,6.06555221,49.89549035,41.01146553,12.55971141,58099,5.274892624,5.438261573,63.03004066,3.894628224,61.85271881,5.47220063,2,413,355,168829.00,430.29,52126.00,132.85,252.00,0.64,22441.00,57.19,26302.00,67.03,420.00,1.07,924.00,2.35,.,.,60.00,0.15,.,.,575.00,1.47,635.00,1.62
16003,1556,415,212,1413,577,70,459,1463,202,609,1534,0,907,374,93.06597671,0.20698577,3.1565,6.934023286,1.7076326,47.37386805,26.98576973,24.70892626,41335,10.783736,10.28862479,77.31748727,9.60028551,76.90935046,100,9,3,7,1002.00,252.01,364.00,91.55,.,.,130.00,32.70,324.00,81.49,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16005,17180,10342,5894,21010,13214,1036,11585,19883,2181,11671,19311,2463,10255,10288,84.92632584,0.603710553,7.9675,15.07367416,3.979001372,50.15570005,45.77104337,12.62065263,45216,7.085127275,8.051585252,72.46809406,6.754523312,71.43571677,15.72930624,3,75,162,55595.00,671.12,4630.00,55.89,.,.,2152.00,25.98,5061.00,61.09,85.00,1.03,400.00,4.83,.,.,.,.,.,.,.,., .   ,0.00
16007,2203,255,470,2489,302,31,291,2415,208,322,2375,218,1378,317,93.77530364,0.775978408,4.0992,6.224696356,2.564102564,50.35425101,39.40620783,19.98987854,46863,3.365200765,6.423655366,80.47412694,5.284552846,80.48780488,100,9,6,22,5251.00,877.21,75.00,12.53,.,.,13.00,2.17,99.00,16.54,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16009,3103,770,312,2596,1164,124,746,3103,293,1002,3114,0,1421,781,84.71548302,0.220555801,3.3083,15.28451698,1.643140715,49.04058227,33.99867667,21.21746802,42600,10.16654238,13.45038407,86.39285154,12.82501757,86.82361209,71.91168551,6,12,22,5689.00,612.71,1467.00,158.00,.,.,158.00,17.02,3479.00,374.69,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16011,10907,2924,2794,13440,3822,341,2997,12114,1401,3049,11578,1783,6725,2942,74.24935375,0.291641811,17.7570,25.75064625,7.028125759,50.04308345,46.07940611,12.99794525,49943,6.639553116,14.10152209,81.94916507,7.319490326,79.05615857,56.03087245,4,21,101,31043.00,680.66,757.00,16.60,.,.,1188.00,26.05,1992.00,43.68,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16013,3340,6416,968,3939,5992,263,5961,4562,226,5640,4820,241,2401,4361,76.91697391,0.116675223,20.7402,23.08302609,14.14570402,49.48429552,34.61987212,15.97517151,58086,3.682835211,9.967439697,58.15004319,1.962519102,51.78959221,32.76571856,7,8,25,6097.00,285.23,648.00,30.31,.,.,829.00,38.78,2075.00,97.07,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16015,2673,777,364,2284,1053,108,860,2497,391,1158,2599,0,1607,846,92.00406327,0.435350457,3.7730,7.995936729,2.336380787,47.52575824,26.7014947,22.05775649,44591,8.299731183,6.232132647,73.03220888,5.32628583,72.45375076,100,2,4,12,1470.00,209.16,459.00,65.31,.,.,58.00,8.25,80.00,11.38,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16017,13343,5819,1781,11367,6500,669,5767,13908,1029,6800,13617,0,6907,4410,93.74229868,0.103892339,2.7616,6.257701322,2.370194979,49.856242,30.67964918,21.40423784,43697,5.668753557,9.690775854,77.94354441,9.188515222,77.65040003,72.44660812,6,24,58,10533.00,257.68,4571.00,111.82,.,.,1020.00,24.95,1953.00,47.78,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16019,26699,8930,8592,32276,9903,1034,9158,31093,3229,8699,30653,3746,15292,9375,83.95801411,0.427566085,12.4022,16.04198589,5.594142528,50.21882942,46.27898228,12.0617677,52831,4.728217426,8.889934863,72.16258484,5.787904009,70.03918713,12.95162807,3,59,185,76103.00,730.12,6886.00,66.06,201.00,1.93,3022.00,28.99,6534.00,62.69,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16021,3789,933,441,3138,1225,181,920,3961,274,1149,3958,0,1997,850,90.99721748,0.152589534,4.4251,9.002782515,2.585046226,49.32232295,34.75451037,20.01615654,39279,3.891918691,10.61430793,82.52980819,9.726274837,82.60386272,76.18483412,7,9,22,4148.00,378.05,2142.00,195.22,.,.,497.00,45.30,656.00,59.79,100.00,9.11,.,.,.,.,.,.,.,.,.,., .   ,0.00
16023,914,160,156,1001,258,27,185,948,100,170,941,113,759,260,94.52160494,1.195987654,3.8966,5.478395062,1.851851852,46.99074074,33.44907407,20.29320988,39653,6.756756757,9.638554217,85.10405257,8.727895037,85.9098688,100,3,1,14,2237.00,773.78,166.00,57.42,190.00,65.72,114.00,39.43,132.00,45.66,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16025,410,110,70,402,159,17,126,414,36,125,416,40,273,135,91.01239669,0,8.4711,8.987603306,4.338842975,48.34710744,37.80991736,17.14876033,42708,4.347826087,12.13063764,79.47122862,8.401976936,78.25370675,100,9,1,3,309.00,276.63,105.00,94.00,.,.,.,.,54.00,48.34,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16027,47222,16883,8680,44369,19866,1855,17007,50006,5242,21831,50174,14,27124,13536,71.32585732,0.36640333,24.6279,28.67414268,7.739345701,50.39796432,45.91038652,12.53217741,44860,8.302974456,15.87998209,81.64556447,9.248827769,78.66905833,19.86788268,2,353,204,77144.00,408.34,25615.00,135.58,.,.,3881.00,20.54,17838.00,94.42,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16029,2275,271,489,2608,386,58,350,2450,234,354,2399,248,1331,450,92.22075444,0.190811684,5.3280,7.77924556,2.465874064,49.11199178,40.40804345,16.76207251,57957,2.430555556,7.866696894,81.9315348,6.80653818,80.80019517,59.88797932,6,4,21,5851.00,840.30,60.00,8.62,.,.,90.00,12.93,374.00,53.71,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16031,5949,1036,1193,7154,1098,144,1011,6418,721,1091,6135,870,3832,1162,70.75210102,0.187705303,26.6542,29.24789898,11.26658419,49.00388209,47.22494774,13.26308605,46215,4.501016359,18.13206859,81.43743159,9.662620663,77.76928223,51.51185082,7,9,51,16677.00,726.60,1835.00,79.95,.,.,755.00,32.89,2162.00,94.20,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16033,203,44,36,235,66,27,32,225,23,38,212,27,167,48,51.66666667,0.104166667,47.2917,48.33333333,27.39583333,49.16666667,49.0625,11.45833333,32422,4.708520179,30.4587156,84.7706422,3.797468354,78.16455696,100,9,0,2,353.00,359.47,.,.,.,.,66.00,67.21,.,.,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16035,2852,704,245,2541,1032,123,711,2865,158,962,2740,0,1455,943,91.2054409,0.211069418,3.8579,8.794559099,1.993433396,44.04315197,26.79409006,24.84756098,40266,6.585845347,12.14105044,83.172147,11.7752443,82.5732899,58.61203059,6,3,24,2827.00,322.68,1411.00,161.05,.,.,470.00,53.65,382.00,43.60,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16037,1777,427,210,1744,530,78,429,1693,253,413,1628,297,1109,441,95.74671446,0,3.1541,4.253285544,1.696535245,49.29510155,26.14097969,24.65949821,39497,3.557531962,7.354758962,73.82571075,5.517466536,72.77179236,100,8,1,15,1757.00,402.24,290.00,66.39,.,.,28.00,6.41,248.00,56.78,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16039,5816,1814,892,5227,2513,261,1752,6059,610,1858,5842,615,3170,1664,74.03746696,2.520783052,16.1054,25.96253304,9.72685132,48.18603226,48.30479255,11.84155078,44444,7.535073864,13.74461616,83.43678743,7.849856551,81.03283392,26.88438494,6,8,41,11454.00,423.63,2768.00,102.37,.,.,1029.00,38.06,4461.00,164.99,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16041,3901,385,1213,5195,325,80,441,4682,365,477,4590,371,2163,393,91.36248367,0.284331054,6.6933,8.63751633,3.396603397,49.0355798,46.69945439,13.55567509,50500,3.828750435,10.03309067,80.42356056,7.551454933,79.65933286,66.18958236,3,20,39,12253.00,958.31,150.00,11.73,.,.,42.00,3.28,627.00,49.04,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16043,4090,651,974,4907,810,85,692,4521,498,735,4351,593,2932,821,85.25899504,0.31792804,12.3217,14.74100496,4.621588089,48.32506203,41.89671216,16.23759305,49973,5.221174764,12.64536663,79.12841229,7.780068729,77.5532646,72.04349796,6,7,33,10254.00,774.35,546.00,41.23,.,.,152.00,11.48,970.00,73.25,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16045,5980,1229,745,5311,1957,222,1378,5779,694,1967,5893,3,3543,1230,88.19794695,0,8.0816,11.80205305,3.150774343,50.98795467,34.47457426,21.38491663,40767,9.029896278,12.67498735,84.72761005,9.648711944,83.33489461,45.02063521,2,30,25,9423.00,563.61,858.00,51.32,.,.,468.00,27.99,4989.00,298.40,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16047,3743,930,518,3696,1287,135,958,3834,399,1000,3676,490,2476,1163,68.14013327,0.07917134,28.9503,31.85986673,15.08214027,48.0767962,42.31708122,16.52701722,40704,4.312029026,23.67154812,85.72175732,12.66260725,82.75671187,58.08329022,7,21,32,7285.00,471.09,529.00,34.21,.,.,904.00,58.46,2351.00,152.03,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16049,6441,1196,596,5921,1708,208,1247,6272,594,1701,6406,0,3505,1519,91.54513568,0.12306935,3.1198,8.454864316,1.642975817,48.09550182,31.2780752,24.14620639,38597,6.444748442,11.55140501,83.10617533,11.34949968,82.66474353,80.63564271,6,2,41,5623.00,345.67,1732.00,106.47,.,.,529.00,32.52,2729.00,167.76,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16051,8436,976,2063,9895,1303,183,1196,9120,1067,1249,8765,1276,5006,1336,87.1789194,0.066430469,10.3705,12.8210806,4.133451432,49.28771774,48.8337762,10.49601417,54646,4.789224245,12.55988605,79.2179205,7.152593443,77.43740584,66.61055853,3,25,51,19404.00,742.31,213.00,8.15,.,.,145.00,5.55,132.00,5.05,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16053,4644,1329,778,4804,1699,178,1253,4931,574,1320,4710,663,2797,1247,64.00370142,0.088129021,33.5860,35.99629858,16.90314621,49.36547105,46.61143915,12.49669516,44447,5.112693921,24.95961228,85.73946248,13.34618898,81.59951284,51.31849468,7,38,34,13330.00,595.78,1445.00,64.58,.,.,547.00,24.45,6511.00,291.01,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16055,44449,16264,5597,39381,18851,1596,15365,47636,2945,18880,46330,0,22161,11732,91.22369953,0.318178126,4.2101,8.776300468,2.188659319,50.50231525,38.04530315,16.91624469,50924,7.12751169,7.610337972,76.01689861,7.449075258,75.87680048,24.2443716,3,121,123,79972.00,577.44,60657.00,437.98,.,.,3064.00,22.12,7597.00,54.85,162.00,1.17,.,.,.,.,.,.,.,.,.,., .   ,0.00
16057,7265,8093,2815,7589,8306,864,8050,9626,645,9073,9075,0,4542,6321,89.69761356,0.709973311,4.0396,10.30238644,5.210789521,49.17731195,52.2918664,11.69123934,42133,7.720516331,3.996622572,54.06229477,3.728114309,54.17085933,34.99087101,4,36,66,11003.00,295.43,2522.00,67.72,.,.,2233.00,59.96,2408.00,64.65,.,.,308.00,8.27,.,.,.,.,.,.,.,., .   ,0.00
16059,3011,733,352,3029,960,121,723,3013,309,716,2940,356,1970,667,93.51672478,0.206638254,2.9833,6.483275216,1.808084722,49.08950019,27.22458995,27.03086659,34762,5.84634221,8.472873409,78.95177495,6.998750223,78.71808606,61.1391129,7,2,23,3638.00,458.42,1398.00,176.16,.,.,237.00,29.86,394.00,49.65,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16061,1202,270,118,1173,396,45,257,1239,102,374,1217,0,662,428,86.48719289,0.078410873,4.1819,13.51280711,2.01254574,50.1829587,33.16779927,24.072138,38068,6.302021403,10.55350554,83.98523985,9.938900204,83.66598778,100,8,8,22,1927.00,504.32,572.00,149.70,.,.,245.00,64.12,373.00,97.62,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16063,1184,360,204,1141,469,52,354,1263,123,376,1221,137,824,421,67.49811036,0,29.7997,32.50188964,13.62433862,49.13076342,44.86016629,12.56613757,44500,4.98192045,21.5600624,88.17472699,10.61310782,85.07399577,100,9,4,13,1892.00,363.29,201.00,38.59,.,.,130.00,24.96,165.00,31.68,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16065,8941,1201,5546,13445,832,135,1473,12826,1117,1469,12473,1295,4671,1482,89.49467387,0.59033426,6.9240,10.50532613,4.565251614,49.57233562,69.33410295,6.223434958,33856,9.439511956,3.785289277,63.18521332,2.9678312,62.39363542,28.46334186,4,82,162,38596.00,1028.24,162.00,4.32,.,.,19.00,0.51,582.00,15.51,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16067,4887,1167,817,5442,1390,141,1108,5067,591,1221,4785,713,3087,1182,63.63189218,0.221336875,33.7858,36.36810782,16.05430131,49.57945994,43.50991097,15.28700015,46147,4.82388183,22.04152522,85.11881266,10.81050741,81.05074091,44.22243261,7,27,43,14620.00,728.49,2234.00,111.32,.,.,523.00,26.06,4149.00,206.74,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16069,10699,4828,1674,9967,6451,430,4621,12188,560,5990,11162,0,5366,5141,87.4184273,0.365045631,3.5729,12.5815727,1.482685336,50.44130516,37.38967371,19.00737592,49541,5.856129686,8.429298581,77.80224541,8.306006558,77.73734304,19.16465045,3,47,57,11540.00,293.90,5793.00,147.54,.,.,2116.00,53.89,1468.00,37.39,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16071,1531,184,353,1838,217,34,206,1719,133,223,1653,165,807,179,94.09697822,0,3.7948,5.903021785,2.365893652,49.56664324,39.42375264,19.25509487,40564,6.988636364,6.411698538,83.65204349,4.722550177,83.19559229,100,8,4,12,3609.00,842.04,45.00,10.50,.,.,17.00,3.97,.,.,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16073,3052,591,282,2794,833,97,581,2909,344,841,3027,1,1887,479,68.14899613,0.123282846,26.4266,31.85100387,10.08277563,48.6967242,40.65692145,16.47587179,34785,8.787632221,24.99660003,90.33047736,15.51439575,89.10691363,77.29481173,2,1,25,3331.00,289.00,813.00,70.54,.,.,108.00,9.37,396.00,34.36,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16075,6489,1507,708,6004,2271,220,1549,6480,600,2227,6392,23,3862,1378,79.17270452,0.382031353,16.6689,20.82729548,6.090545822,49.96706626,40.34163264,16.97185263,45670,8.208955224,12.88318704,84.15259959,8.807161868,82.49052343,42.66896521,6,56,40,9472.00,418.69,2360.00,104.32,.,.,1151.00,50.88,2299.00,101.62,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16077,1666,699,393,1870,982,51,686,1942,162,696,1885,198,1208,707,63.0977131,0.220893971,32.3155,36.9022869,11.92827443,48.90852391,46.20582121,14.54002079,46318,6.636363636,20.75512876,84.6791794,8.736998514,80.41604755,42.58667008,6,5,21,6327.00,809.39,508.00,64.99,.,.,681.00,87.12,2072.00,265.06,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16079,3297,1384,439,2699,2277,172,1477,3463,205,1887,3194,0,1658,1383,92.19982472,0.342602183,3.2826,7.800175285,1.936100709,49.90837383,32.03728787,21.48036013,37449,10.53281581,14.34032329,87.1778069,13.46714903,87.25638931,56.03603604,6,5,28,3229.00,252.96,1463.00,114.61,.,.,375.00,29.38,704.00,55.15,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16081,2167,2159,650,2458,1926,139,2156,2659,170,2182,2605,184,1678,1977,80.85656798,0.172463352,17.3805,19.14343202,9.6100412,48.50052697,40.10731053,8.134521414,58173,5.876341339,8.828722778,60.03531489,1.765815189,54.53454483,100,9,24,14,3970.00,390.36,29.00,2.85,.,.,111.00,10.91,388.00,38.15,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16083,19828,6233,3813,19773,7541,828,6559,20701,2452,6295,20097,3117,11023,6477,80.91408807,0.631214872,15.1133,19.08591193,8.051386573,50.69483046,43.43400655,14.77240442,45500,4.422348244,13.14385828,81.85516839,9.184325904,79.98036171,27.99041823,5,43,128,38659.00,500.57,8520.00,110.32,179.00,2.32,4632.00,59.98,5826.00,75.44,51.00,0.66,100.00,1.29,.,.,.,.,.,.,.,., .   ,0.00
16085,2906,1913,530,2664,2095,160,1883,3202,240,2324,3003,0,1851,1484,97.70637567,0.010104072,1.1216,2.293624331,0.525411741,48.25704759,28.07921592,21.43073659,53630,4.946236559,4.459368704,69.02619208,4.126810604,68.98059579,100,8,3,21,2840.00,287.97,1170.00,118.64,.,.,280.00,28.39,363.00,36.81,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
16087,3283,776,396,3128,1104,98,842,3218,331,1139,3271,0,2153,820,78.68460389,0,17.3692,21.31539611,6.05879422,50.42351769,35.06726457,23.13901345,37525,9.383378016,16.16002294,84.5712647,11.73725151,82.52376837,45.56775838,6,7,28,5089.00,499.02,1251.00,122.67,.,.,406.00,39.81,1701.00,166.80,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
17001,22790,7676,1485,20416,9648,543,12391,18094,1247,7718,23843,0,17076,4328,92.28218495,3.783476975,1.4324,7.717815053,1.486205918,51.21211669,37.21340125,18.61416899,48065,6.351824522,8.328997572,77.39984391,8.03236856,77.11441642,32.59913864,5,78,110,52264.00,778.86,26498.00,394.89,487.00,7.26,8972.00,133.70,15163.00,225.97,50.00,0.75,.,.,.,.,.,.,.,.,122.00,1.82,122.00,1.82
17003,1496,1262,88,1487,1965,49,1511,1121,91,1139,1412,134,1137,1015,61.05516948,33.86753652,1.8012,38.94483052,0.737484045,50.90058148,37.08693802,18.83420791,29071,11.78516229,24.97920133,91.01497504,22.98387097,92.2146402,61.85967468,3,29,29,3410.00,413.94,1996.00,242.29,433.00,52.56,470.00,57.05,473.00,57.42,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
17005,4888,2068,574,4095,3020,221,3203,3841,405,647,5944,0,3080,1442,87.79249577,5.280970998,3.4895,12.20750423,2.462508024,49.02258272,36.10900391,16.78240065,52159,5.917234418,12.07559793,81.73607627,10.81663233,80.7360929,60.73840612,1,45,44,8971.00,504.90,5273.00,296.77,.,.,1314.00,73.95,2380.00,133.95,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
17007,12282,8986,1733,11096,9883,386,8509,12520,1550,0,18991,6,9518,5022,74.4818846,2.031459669,20.5382,25.5181154,11.59050246,49.77076189,40.48009542,13.6350082,60063,8.386070094,13.8943418,78.49018476,8.104238259,77.23009737,19.36305732,2,191,38,20552.00,379.43,4054.00,74.85,.,.,5824.00,107.52,10420.00,192.38,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
17009,1796,476,107,1513,787,64,794,1380,98,418,1849,0,1119,364,76.38970158,18.25629023,3.6425,23.61029842,1.901696899,35.34230544,36.77589233,13.07782329,52500,5.098743268,14.13938542,85.69993975,7.524012807,81.48345784,41.06962664,7,22,11,3020.00,435.35,532.00,76.69,.,.,808.00,116.48,1676.00,241.60,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
