FIPS,trump16,clinton16,otherpres16,romney12,obama12,otherpres12,demsen16,repsen16,othersen16,demhouse16,rephouse16,otherhouse16,repgov14,demgov14,white_pct,black_pct,hispanic_pct,nonwhite_pct,foreignborn_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc,Density,TotalCongregations,TotalAdherents,TotalAdherentsperThousand,EvangelicalProtestantAdherents,EvangelicalProtestantsPerThous,BlackProtestantAdherents,BlackProtestantsperThousand,MainlineProtestantAdherents,MainlineProtestantsperThousand,CatholicAdherents,CatholicAdherentsperThousand,OrthodoxAdherents,OrthodoxAdherentsperThousand,MuslimsEstimated,MuslimsEstimatedperThousand,ConservativeJudaismAdherents,ConservativeJudaismperThou,OrthodoxJudaismAdherents,OrthodoxJudaismperThousand,ReconstructionistJudaism,ReconstructionismJudaismperThou,ReformJudaismAdherents,ReformJudaismperThousand,TotalJudaismAdherents,TotalJudaismAdherentsperThousand
1001,18172,5936,865,17379,6363,190,6331,18220,62,7544,14315,2258,9427,3638,75.68348199,18.37090592,2.5723,24.31651801,1.838362186,51.17622482,40.03705789,13.97845556,53099,5.591657263,12.41704602,75.40722865,10.00211164,74.06560146,42.00216232,2,93,106,36938.00,676.88,27503.00,503.99,2291.00,41.98,4522.00,82.86,1766.00,32.36,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1003,72883,18458,3874,66016,18424,898,19145,74021,248,0,76995,1991,37650,8416,83.17878803,9.225602727,4.3667,16.82121197,3.2695103,51.19492757,35.47441231,18.71485139,51365,6.286843229,9.972417933,70.45288897,7.842226994,68.40560728,42.27909911,3,128,271,96918.00,531.74,57986.00,318.14,3130.00,17.17,20075.00,110.14,14009.00,76.86,190.00,1.04,.,.,.,.,.,.,.,.,.,., .   ,0.00
1005,5454,4871,144,5550,5912,47,4777,5436,16,5297,4286,463,3111,3651,45.88562411,47.88832945,4.3098,54.11437589,2.85939731,46.49808372,37.66438716,16.52889457,33956,12.82473827,26.23592756,87.13221298,19.57975167,81.36474583,67.7896347,6,30,89,15101.00,549.99,8793.00,320.25,3328.00,121.21,2140.00,77.94,575.00,20.94,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1007,6738,1874,207,6132,2202,86,2082,6612,17,1971,6670,15,3525,1368,74.76519582,21.21212121,2.2240,25.23480418,1.351231614,46.46464646,37.3294347,14.8856991,39776,7.14682672,19.3015873,88,15.02049009,87.47177386,68.35260746,1,36,81,11430.00,498.80,10159.00,443.33,966.00,42.16,302.00,13.18,.,.,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1009,22859,2156,573,20757,2970,279,2980,22169,48,2390,22367,47,12074,2178,87.65770137,1.557950922,8.7273,12.34229863,4.271800915,50.48523499,37.24005268,17.19291557,46212,5.953832753,19.96858533,86.95024321,16.64336837,86.16360993,89.95150204,1,89,156,37352.00,651.62,29223.00,509.80,58.00,1.01,3035.00,52.95,4744.00,82.76,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1011,1140,3530,40,1251,4061,10,3364,1167,6,3517,889,80,747,2440,21.68309325,75.50227445,0.1232,78.31690675,1.516300227,45.80174375,37.93593632,15.13457165,29335,13.25852037,33.43788354,89.74498841,11.7803838,79.15778252,51.37438153,6,17,47,6300.00,577.24,2152.00,197.18,3445.00,315.65,601.00,55.07,49.00,4.49,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1013,4901,3726,105,5087,4374,35,3663,4840,7,4088,3918,321,3148,2741,52.78106509,43.51577909,1.2475,47.21893491,1.395463511,53.04733728,37.05621302,18.12623274,34315,9.804827347,18.94042584,83.91999426,14.60417986,80.07599747,71.23215735,6,26,92,12278.00,586.15,8653.00,413.09,1657.00,79.10,1653.00,78.91,77.00,3.68,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1015,32865,13242,1757,30278,15511,468,14152,32976,69,14000,33175,75,17688,9082,72.99776499,20.33171388,3.4362,27.00223501,2.39379374,51.89803509,38.78308294,15.93072323,41954,11.6818216,17.66313675,82.34703347,16.39951086,81.64061209,33.69682556,3,191,281,84615.00,713.62,67564.00,569.81,5163.00,43.54,7066.00,59.59,3192.00,26.92,40.00,0.34,308.00,2.60,.,.,.,.,.,.,113.00,0.95,113.00,0.95
1017,7843,5784,273,7626,6871,114,5845,7865,18,5796,7907,16,3635,4587,56.74348874,40.47857017,0.4351,43.25651126,0.990652008,52.08713034,35.87218531,18.38732436,36027,7.489945276,19.73673179,87.51572063,15.29535128,83.85879063,49.14803449,6,57,119,22251.00,650.33,12903.00,377.12,5780.00,168.93,3080.00,90.02,249.00,7.28,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1019,8953,1547,233,7506,2132,141,1915,8636,7,1702,8707,12,5007,1868,91.87164536,4.606711202,1.5639,8.128354636,0.725952813,50.25292505,32.71035255,20.32281731,38925,5.855731043,18.71723548,86.03830106,19.25640731,85.78324331,85.73627304,6,47,79,12455.00,479.24,10865.00,418.06,.,.,1590.00,61.18,.,.,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1021,15081,2911,377,13932,3397,133,3327,14582,25,2996,14723,12,9028,2419,80.61026542,10.00981354,7.6249,19.38973458,5.557203825,50.79763562,38.83424242,15.24978889,42594,7.938580456,19.90247183,85.14545149,17.84979216,84.38193632,86.74472424,1,63,122,30488.00,698.58,26608.00,609.67,1116.00,25.57,1805.00,41.36,709.00,16.25,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1023,4106,3109,77,4152,3786,30,2992,4035,8,4332,0,94,2380,1947,56.20531346,42.22924663,0.5569,43.79468654,0.165575374,52.21645217,33.40106871,20.74960488,32622,13.6428137,21.14733277,88.03979678,17.68893757,87.45892662,100,9,14,83,9721.00,701.42,6080.00,438.70,2635.00,190.13,789.00,56.93,60.00,4.33,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1025,7140,5749,142,7470,6334,47,5558,7158,14,5214,2848,127,5000,3524,53.17744597,45.49442589,0.1731,46.82255403,0.466857166,52.75888437,36.60401658,18.06254276,32735,17.08333333,18.95781929,87.86276583,14.13699771,82.0841141,75.98033523,7,20,122,20470.00,792.40,13634.00,527.77,5098.00,197.34,1632.00,63.18,11.00,0.43,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1027,5245,1237,142,4817,1777,68,1377,5147,4,1317,5231,4,3199,1215,80.26403619,14.74449307,3.1076,19.73596381,1.891270489,51.5538085,34.84387748,19.40221019,38815,6.591530055,25.38640694,88.93711624,21.8043202,87.52223634,100,9,22,69,10305.00,739.66,8899.00,638.75,181.00,12.99,1038.00,74.50,186.00,13.35,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1029,5764,684,145,5272,971,62,847,5554,6,769,5644,4,3129,717,92.79567741,2.36141685,2.3281,7.204322594,1.747715296,50.48362351,36.14168501,18.16423187,36316,7.173601148,25.81516496,88.47192746,24.26296867,88.65947612,100,8,27,66,11463.00,765.63,10435.00,696.97,183.00,12.22,844.00,56.37,.,.,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1031,15875,4221,671,14666,4925,179,4498,15745,49,5917,10877,3087,8545,2403,71.37141849,17.00496166,6.5580,28.62858151,3.737914534,50.55990273,38.48130062,15.78317742,47872,6.194262619,14.86392789,76.33327555,12.64924795,74.20530315,47.19508289,4,75,120,33021.00,661.11,25889.00,518.32,1320.00,26.43,3457.00,69.21,1550.00,31.03,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1033,16746,7312,857,13936,9166,283,8443,15866,28,0,16676,319,9524,6111,78.85319161,15.64816007,2.4018,21.14680839,1.561321882,51.68729426,35.58857605,18.45265462,43786,7.5258899,16.57652008,81.52909514,15.23726459,81.24495268,43.89468656,3,92,140,37805.00,694.59,29759.00,546.76,3256.00,59.82,3368.00,61.88,1415.00,26.00,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1035,3420,3080,85,3439,3555,28,3006,3298,7,3209,2889,43,2370,2344,50.72064267,46.21564149,1.7642,49.27935733,0.850594629,52.52421832,35.65409152,20.26462944,27609,20.42785235,20.57220708,91.33742053,19.67814219,89.346099,80.94950106,7,15,62,7550.00,570.76,4297.00,324.84,2000.00,151.19,981.00,74.16,.,.,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1037,3381,1782,89,3049,2191,29,1788,3378,8,1766,3337,3,2259,1579,65.02209131,32.36377025,1.2887,34.97790869,1.251840943,50.70876289,31.08431517,18.66715758,31910,12.57582828,27.06462628,90.059441,22.33138107,90.00566786,100,8,16,49,6148.00,532.80,4180.00,362.25,1388.00,120.29,577.00,50.00,.,.,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1039,13267,2387,286,12153,3158,112,2740,12690,36,3759,9540,1809,6155,1777,83.51400779,12.97675528,1.5320,16.48599221,0.954173182,51.71088553,35.34416497,20.17811233,37313,10.65949023,19.06613317,85.07851427,17.97342485,83.80851813,69.65179399,6,37,126,23386.00,619.25,20052.00,530.97,677.00,17.93,2093.00,55.42,291.00,7.71,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1041,4513,1664,90,4331,2050,37,1734,4392,11,2217,3287,499,2953,1762,70.86931491,23.67587795,1.6839,29.13068509,2.288428325,50.61168682,36.8955095,17.50863558,37557,7.355573637,21.68359334,85.35231913,20.75146996,84.58339309,100,8,23,68,8784.00,631.67,7442.00,535.16,244.00,17.55,875.00,62.92,.,.,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1043,32989,3798,1086,28999,5052,406,5207,32001,57,0,33239,311,16592,3693,92.46396773,1.036696345,4.2132,7.536032269,2.833390723,50.56323479,36.93246102,17.75173398,39297,6.064756798,17.84350976,85.03098201,16.80474043,84.79930554,73.23955924,4,112,227,62799.00,781.02,53863.00,669.89,.,.,3698.00,45.99,4614.00,57.38,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1045,13808,4413,528,13108,5286,163,4625,13652,58,6071,8988,2940,8170,2794,70.19170682,19.40250368,5.8883,29.80829318,2.745580261,50.72671196,39.98226057,15.42927409,44093,10.39244186,14.1653928,83.93130114,12.7444233,83.18286709,50.88853953,4,88,109,24732.00,492.17,17979.00,357.78,1891.00,37.63,3712.00,73.87,278.00,5.53,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1047,5789,12836,167,6288,14612,53,12388,6060,14,14885,0,201,4115,8444,28.06932844,69.49741708,0.9583,71.93067156,1.47250519,53.82609955,40.69907787,15.67614542,28136,14.89701705,20.98158148,86.21569643,14.35320585,80.01124859,45.63897764,4,42,140,26546.00,605.80,16764.00,382.57,6398.00,146.01,2438.00,55.64,536.00,12.23,.,.,30.00,0.68,.,.,.,.,.,.,19.00,0.43,19.00,0.43
1049,21405,3622,799,18331,5239,293,4749,20347,27,0,20679,339,12562,3678,81.01554901,1.477367241,14.0153,18.98445099,7.276879485,50.47154517,39.04591398,15.53209186,38248,6.33996117,27.36298482,88.63406408,22.25846803,88.02825538,90.1306445,6,92,184,39370.00,553.66,32536.00,457.55,.,.,3925.00,55.20,2657.00,37.37,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1051,27634,8443,1183,26253,8954,278,8833,27591,102,10573,20519,4611,15138,5500,73.6885013,21.11244241,2.8015,26.3114987,1.951653347,51.39765555,38.66373507,13.88761935,53398,7.47316153,13.17197452,77.76160146,11.42097643,75.87401799,54.18836614,2,132,141,37247.00,469.68,28235.00,356.04,1902.00,23.98,5902.00,74.42,677.00,8.54,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1053,9935,4605,305,9287,5489,93,4625,9555,17,0,10076,194,6012,3028,60.59405941,32.330033,2.0594,39.40594059,0.736633663,48.80528053,37.73729373,16.65742574,32334,15.23708422,19.54429004,88.37434982,16.45287564,86.32941885,63.51157389,6,40,124,23014.00,600.59,17917.00,467.57,2164.00,56.47,1849.00,48.25,530.00,13.83,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1055,32353,10442,1369,29130,12803,597,11981,31441,84,0,33845,797,17443,8840,78.43135358,15.28496657,3.6299,21.56864642,2.882075791,51.62001877,36.35730387,17.36307963,40478,8.455825639,17.54909618,83.5081455,16.08322212,82.38031687,37.48348176,3,193,256,84006.00,804.42,64316.00,615.88,4813.00,46.09,5816.00,55.69,7624.00,73.01,.,.,616.00,5.90,.,.,.,.,.,.,.,., .   ,0.00
1057,6712,1362,175,6054,1817,75,1497,6555,13,0,6692,59,4837,1951,85.22910088,12.23857475,0.8580,14.77089912,0.560090568,50.47965203,34.81499136,19.54954418,36205,8.774761555,20.76910046,85.85465018,21.22284479,84.87171926,80.23316513,6,27,94,11039.00,640.28,9490.00,550.43,541.00,31.38,795.00,46.11,90.00,5.22,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1059,9466,2197,377,7567,3171,121,2850,8670,14,0,9063,125,4949,2617,78.07303709,4.060431381,16.0168,21.92696291,8.884173186,50.73955595,39.46093181,16.03585342,36138,9.712943249,24.33103976,87.60990061,19.41580756,85.9908362,70.36651527,6,50,102,20416.00,643.96,16733.00,527.79,526.00,16.59,1195.00,37.69,1487.00,46.90,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1061,9994,1525,239,9175,2039,106,1803,9606,28,3537,5556,2156,6116,1219,84.06127405,9.422753596,3.7063,15.93872595,1.677563983,51.16009714,35.27367831,18.95012143,36519,10.31516109,22.31321457,88.33820792,20.93467151,87.69780186,89.64165733,3,47,102,16488.00,615.45,12807.00,478.05,1156.00,43.15,1960.00,73.16,50.00,1.87,.,.,308.00,11.50,.,.,.,.,.,.,.,., .   ,0.00
1063,838,4013,29,804,4521,15,3834,918,3,4206,0,25,538,2857,17.14219169,81.18085478,0.6172,82.85780831,0.256201234,52.3465704,37.60335391,18.00395947,21339,18.1533101,23.0511316,90.02514669,9.984152139,82.96354992,100,8,13,28,2425.00,268.10,1134.00,125.37,857.00,94.75,375.00,41.46,37.00,4.09,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1065,3173,4775,92,3210,5411,22,4650,3208,5,5703,0,92,2000,3168,39.96965499,58.28220859,1.2072,60.03034501,1.03568837,53.02460584,38.01701959,17.65947622,33351,12.05933682,18.60396911,85.97125819,12.92223985,81.97687599,89.16878173,3,23,69,9531.00,604.76,4362.00,276.78,3493.00,221.64,1386.00,87.94,25.00,1.59,100.00,6.35,.,.,.,.,.,.,.,.,.,., .   ,0.00
1067,5632,2292,148,5628,3083,49,2366,5506,23,3127,3464,1145,3330,1774,68.56344912,27.88735672,2.5310,31.43655088,1.710595217,51.70186769,33.61843254,20.63187293,41045,7.529843893,19.30283937,83.85565829,14.453125,81.58318015,87.75286094,3,31,43,8195.00,473.64,6025.00,348.23,1266.00,73.17,904.00,52.25,.,.,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1069,30728,10664,1247,29270,12367,281,11219,30494,120,15008,18575,7371,17214,6198,67.4524261,26.37475816,3.1870,32.5475739,2.316851315,52.08247105,38.3979363,16.04855089,41945,8.069254984,15.09615249,78.98209769,11.07884965,75.15406494,33.80405133,3,180,210,81059.00,798.24,60486.00,595.65,3855.00,37.96,12245.00,120.58,2551.00,25.12,40.00,0.39,616.00,6.07,.,.,.,.,.,.,143.00,1.41,143.00,1.41
1071,16672,3673,639,14439,5822,316,4538,15742,21,4527,15520,26,8244,3227,89.49209246,3.294175791,2.7277,10.50790754,2.256310827,51.02836071,34.84260949,18.4515663,38422,8.609415867,20.51510008,87.42153614,19.83294829,87.28748297,77.01730325,6,49,145,28922.00,543.37,24116.00,453.08,845.00,15.88,2116.00,39.75,1515.00,28.46,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1073,134768,156873,12550,141683,159876,2359,156574,144136,453,160844,122666,1201,83005,82652,50.67091896,42.33965917,3.6893,49.32908104,3.925831745,52.66683457,39.652342,14.31005498,47220,8.217166201,11.0052298,68.5597527,7.889073154,59.44232059,9.833765145,1,594,"1,198",552254.00,838.70,308984.00,469.25,106653.00,161.97,67037.00,101.81,55083.00,83.65,1424.00,2.16,3348.00,5.08,1774.00,2.69,375.00,0.57,.,.,1971.00,2.99,4120.00,6.25
1075,5823,1036,107,5457,1646,63,1125,5634,4,0,5680,55,3155,1249,86.13678373,11.26119721,1.4290,13.86321627,0.846011659,51.56405517,34.08929333,20.21896772,34298,9.525483304,22.5845169,86.93738748,21.95734003,86.55184214,100,8,23,90,11042.00,758.17,8902.00,611.23,1085.00,74.50,1055.00,72.44,.,.,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1077,27899,9952,1674,23911,12511,502,11652,27092,43,11805,26710,42,15725,7399,84.99152643,9.763495644,2.3931,15.00847357,2.053086646,52.22309776,37.80291664,18.31262616,43657,7.640391308,15.13745487,78.32077025,13.86323639,77.64754976,49.29510619,3,139,206,54063.00,583.15,40963.00,441.84,2346.00,25.30,8079.00,87.14,1948.00,21.01,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1079,10833,3627,369,8874,5069,169,4171,10254,16,0,10662,134,5851,3293,76.6577932,11.36601561,2.0668,23.3422068,0.726826788,51.32952472,35.86875243,16.1517064,42339,8.315177923,22.45699407,89.69138174,23.3167966,90.16518563,91.28978712,3,48,81,17919.00,521.83,15711.00,457.53,944.00,27.49,1175.00,34.22,87.00,2.53,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1081,34617,21230,3344,32194,21381,784,21475,36684,135,21148,36909,113,16188,10004,67.86751285,23.08651679,3.6902,32.13248715,5.157619181,50.61482198,49.20264766,10.32108453,45056,6.070528967,11.28758366,65.58785336,7.616715585,61.11534532,27.40949896,3,258,175,56996.00,406.40,30090.00,214.55,7368.00,52.54,15250.00,108.74,2872.00,20.48,.,.,308.00,2.20,.,.,.,.,.,.,124.00,0.88,124.00,0.88
1083,29067,9468,1759,25295,9829,335,10233,29203,57,10243,29093,46,17471,5327,77.43665311,12.67491718,5.6893,22.56334689,4.329858072,49.98061092,37.58157262,13.91027843,51115,7.943644363,16.84344574,76.73931266,14.9047667,75.57795022,57.60914208,2,164,166,43018.00,519.65,33582.00,405.67,866.00,10.46,4899.00,59.18,2462.00,29.74,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1085,1751,4883,50,1756,5747,18,4580,1839,7,5174,0,61,1174,3127,24.40132513,74.64268812,0.4733,75.59867487,0.302886891,52.24798864,38.53289162,17.34027449,27914,12.26600985,25.19190509,87.71807397,9.7,76.4,100,2,15,50,6217.00,550.23,2439.00,215.86,2265.00,200.46,1512.00,133.82,.,.,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1087,1431,7566,143,1331,9045,18,7442,1553,9,7400,1600,7,829,4828,15.42369437,81.53322495,1.6460,84.57630563,1.127819549,53.91180654,42.58280837,16.74964438,32390,15.03692101,19.53439665,79.95811181,13.47424042,77.49889916,55.54726832,6,31,67,9583.00,446.72,2695.00,125.63,4945.00,230.51,1164.00,54.26,100.00,4.66,.,.,368.00,17.15,.,.,.,.,.,.,.,., .   ,0.00
1089,89520,62822,11047,90884,62015,2160,62870,97796,324,63664,96739,295,60065,25929,65.43104754,23.98299297,4.6752,34.56895246,5.560714684,51.11480028,39.39989656,13.66791152,60150,7.333547231,9.185168298,59.32807309,6.896112328,55.70044235,16.44151477,2,440,432,168830.00,504.25,105503.00,315.11,6710.00,20.04,35533.00,106.13,14157.00,42.28,340.00,1.02,924.00,2.76,173.00,0.52,.,.,.,.,473.00,1.41,646.00,1.93
1091,5233,5615,146,5336,6167,34,5419,5294,5,7343,0,139,3149,3759,45.45001495,52.76088907,0.9469,54.54998505,0.907006877,52.99013256,37.51619655,18.63849297,30713,14.07484138,16.14153081,85.21090723,12.37623762,80.88808881,69.31564179,7,21,88,16244.00,772.53,10671.00,507.49,3057.00,145.38,1906.00,90.65,386.00,18.36,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1093,11274,1432,278,9697,2249,159,1961,10753,27,0,11283,120,6058,2098,92.04669467,3.247461887,2.4009,7.953305334,1.617116968,50.53407851,34.31330401,20.09656404,34074,7.648168527,20.10864519,87.53366144,19.73841853,87.29532748,88.85495191,7,41,112,18828.00,611.78,16308.00,529.89,366.00,11.89,1460.00,47.44,474.00,15.40,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1095,29233,4917,1166,25867,6299,400,5898,28532,55,0,29774,395,16515,3342,82.34180295,2.090253242,12.9160,17.65819705,7.170964944,50.70873971,39.31918675,16.4046798,39831,7.173792069,21.39475428,83.43275574,17.47013072,81.82098374,53.26868704,4,167,216,60942.00,655.16,43707.00,469.87,372.00,4.00,7868.00,84.58,8382.00,90.11,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1097,95116,72186,5435,94893,78760,1211,71602,97911,379,0,106568,5360,48401,34530,57.85088259,35.20158536,2.6448,42.14911741,3.105063832,52.13581758,40.70785993,14.54364203,44263,8.696854182,14.2226248,77.48760427,12.42496786,74.23375827,20.02024252,2,338,599,253133.00,612.92,149286.00,361.47,34124.00,82.63,30312.00,73.40,32003.00,77.49,724.00,1.75,1540.00,3.73,359.00,0.87,.,.,.,.,602.00,1.46,961.00,2.33
1099,5795,4332,144,5741,4914,53,4255,5854,13,0,5910,146,3499,2570,54.66666667,42.41638225,0.6189,45.33333333,0.200227531,52.11831627,37.30147895,17.80659841,28182,21.83311194,17.96817297,87.60491506,14.29565217,83.86086957,79.0445639,7,21,88,14959.00,648.47,8597.00,372.68,4578.00,198.46,1377.00,59.69,100.00,4.34,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1101,34003,58916,2959,38332,63085,507,57972,36477,162,58960,32114,2202,23757,33261,35.94233746,56.68932944,3.3115,64.05766254,4.358992401,52.61926541,41.61975795,13.25684281,45358,8.447767958,14.48704622,68.54043393,6.979531027,57.36494365,10.49123006,2,289,354,159955.00,697.39,69894.00,304.73,44089.00,192.22,31983.00,139.44,9480.00,41.33,85.00,0.37,968.00,4.22,537.00,2.34,.,.,.,.,459.00,2.00,996.00,4.34
1103,37486,11254,1904,35391,13439,493,12325,37448,57,11995,37658,37,22384,6693,76.61912927,12.05302999,7.8115,23.38087073,4.318514491,50.77663,37.47396596,15.75341893,46883,8.931430936,17.50880743,78.57081906,14.59579482,76.47272068,38.59737217,3,206,250,83260.00,696.79,59647.00,499.18,2605.00,21.80,11687.00,97.81,8380.00,70.13,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1105,1407,3824,47,1506,4568,25,3656,1496,2,4224,0,36,961,2627,29.62662338,68.58766234,0.9537,70.37337662,0.375405844,52.6075487,41.51785714,18.86160714,24912,11.73010381,23.61555294,85.50749032,13.53118712,78.92354125,100,8,13,44,5710.00,539.14,2905.00,274.29,1864.00,176.00,936.00,88.38,.,.,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1107,5456,3972,114,5124,4455,32,3908,5384,6,5755,0,320,3527,2525,54.85480491,41.77227822,2.4249,45.14519509,1.556730865,50.71849117,35.85470512,17.92236304,31679,12.32492997,18.90088043,88.88099972,11.99122593,85.77869851,100,3,24,98,13500.00,683.68,9795.00,496.05,1716.00,86.90,1603.00,81.18,74.00,3.75,.,.,308.00,15.60,.,.,.,.,.,.,.,., .   ,0.00
1109,7693,5056,419,7963,6035,109,5037,7835,27,5808,6047,715,5294,3783,56.56158909,37.41623343,2.1937,43.43841091,3.885566608,52.32442828,48.96174535,14.2831385,33193,9.734290392,20.04281782,76.01182587,15.81641506,69.36491411,51.67938235,6,49,89,16755.00,509.29,10098.00,306.94,3675.00,111.71,2442.00,74.23,215.00,6.54,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1111,7705,2291,191,7224,3078,96,2424,7454,9,2389,7512,10,4075,1916,75.43665709,19.18638072,2.9228,24.56334291,1.596285651,51.2491709,35.76387354,19.39420738,37496,7.978723404,22.73863709,84.62080903,18.93144669,83.65454989,81.34246934,6,39,106,13134.00,573.21,9053.00,395.10,1953.00,85.24,1978.00,86.33,149.00,6.50,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1113,9210,9579,467,8278,10500,101,9487,9408,26,9327,9545,24,4440,4757,48.71580599,42.02026059,5.0720,51.28419401,2.842963367,51.36264411,42.53359711,12.60317893,38400,9.425928076,17.43932794,82.98589504,14.29632564,83.04446865,35.4089939,2,93,133,36790.00,694.85,23650.00,446.67,8303.00,156.82,2444.00,46.16,1595.00,30.12,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1117,73020,22977,5257,71436,20051,1020,24483,75344,205,22396,77209,85,40201,10298,78.89595098,11.56343014,5.7591,21.10404902,5.460522163,51.397177,38.59024719,12.97201762,72310,4.62105664,8.426307574,58.57700857,6.146213131,56.73020049,22.94487018,1,266,230,85708.00,439.34,61933.00,317.47,2421.00,12.41,16076.00,82.41,2883.00,14.78,58.00,0.30,308.00,1.58,.,.,.,.,.,.,.,., .   ,0.00
1115,31651,5589,1160,29031,5801,316,6635,31279,80,6013,31757,47,15891,3504,86.30336352,9.354786546,2.2651,13.69663648,1.755682868,49.75743855,36.95827943,15.24556459,54042,6.400975015,16.51680155,83.89616012,15.24246346,83.7831151,72.79676528,1,138,154,39768.00,475.73,34066.00,407.52,1778.00,21.27,2856.00,34.17,1056.00,12.63,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1119,1581,4746,84,1586,5421,20,4611,1656,4,5303,0,43,1051,3093,24.57659014,71.65976665,0.2936,75.42340986,2.024840045,53.82009785,43.8765525,16.22882951,20428,15.29434774,20.0169123,81.87968108,7.601510859,61.9924457,100,8,14,52,4970.00,361.11,2664.00,193.56,1499.00,108.92,769.00,55.87,37.00,2.69,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1121,20614,12121,672,19246,13905,222,12632,20446,29,12271,20805,28,11331,7874,63.51949862,32.0502856,2.1614,36.48050138,1.540890978,51.46378474,37.01099226,16.14666223,37923,12.04207886,20.18823782,86.90907792,18.31917915,85.10461596,55.81533825,4,110,209,44005.00,534.75,33499.00,407.08,3645.00,44.29,4538.00,55.15,1769.00,21.50,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1123,13594,5519,373,12396,6319,114,5804,13401,17,5613,13602,16,8002,4041,69.07319693,27.02524537,2.4122,30.92680307,1.457590703,52.6466136,35.06763026,19.51511304,39395,9.803453014,20.35973712,82.68419232,16.3266279,79.41176471,74.22625913,6,57,142,28905.00,694.56,19714.00,473.71,3526.00,84.73,4580.00,110.05,894.00,21.48,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
1125,47723,31762,3215,45748,32048,794,31602,49923,130,34244,22125,1808,25340,17165,62.97889574,30.96147103,3.2923,37.02110426,3.520010273,51.76000514,47.17169372,11.72217256,48022,6.989951044,11.85822744,70.63050627,9.302010613,65.49698962,25.50807578,3,154,311,104315.00,535.89,71803.00,368.87,14428.00,74.12,12415.00,63.78,3729.00,19.16,.,.,308.00,1.58,.,.,.,.,.,.,178.00,0.91,178.00,0.91
1127,24266,4497,709,21651,6557,313,5558,23419,49,0,24770,376,12292,4794,89.56443523,5.657615904,2.2609,10.43556477,1.428506091,51.29968137,36.11818334,18.12845883,37025,10.99016197,21.4450069,89.45719107,20.99545346,89.15290739,74.08799964,1,83,217,43800.00,653.51,39118.00,583.65,1087.00,16.22,2552.00,38.08,523.00,7.80,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
