FIPS,CountyPopulation,ClintonorTrumpState,Clinton,Trump,Total,PCTClinton,PCTTrump,PercentDifferenceC_T,PercentDifferenceT_C,Obama,Romney,2012TotalVotes,PCTObama,PCTRomney,VoteDifferenceO_R,PCTDifferenceO_R,ClintonBreakwithObama,TrumpbreakwithRomney,2010LandArea,Density,CBSACode,CSACode,CBSATitle,CBSAPopulation,Metropolitan_MicropolitanStatisticalArea,Central_OutlyingCounty,POP2010,TotalCongregations,TotalAdherents,TotalAdherentsperThousand,EvangelicalProtestantAdherents,EvangelicalProtestantsPerThousand,BlackProtestantAdherents,BlackProtestantsperThousand,MainlineProtestantAdherents,MainlineProtestantsperThousand,CatholicAdherents,CatholicAdherentsperThousand,OrthodoxAdherents,OrthodoxAdherentsperThousand,Baha'IAdherents,Baha'IAdherentsperThousand,"Buddhism,MahayanaAdherents","Buddhism,MahayanaAdherentsperThousand","Buddhism,TheravadaAdherents","Buddhism,TheravadaAdherentsperThousand","Buddhism,VajrayanaAdherents","Buddhism,VajrayanaAdherentsperThousand",TotalBuddhistAdherents,TotalBuddhistAdherentsperThousand,LatterDaySaintsAdherents,LatterDaySaintsAdherentsperThousand,Indian-AmericanHinduAdherents,Indian-AmericanHinduAdherentsperThousand,PostRenaissanceHinduAdherents,PostRenaissanceHinduAdherentsperThousand,RenaissanceHinduAdherents,RenaissanceHinduAdherentsperThousand,TraditionalHinduTemplesAdherents,TraditionalHinduTemplesAdherentsperThousand,TotalHinduAdherents,TotalHindusAdherentsperThousand,MuslimsEstimated,MuslimsEstimatedperThousand,ConservativeJudaismAdherents,ConservativeJudaismAdherentsperThousand,OrthodoxJudaismAdherents,OrthodoxJudaismAdherentsperThousand,ReconstructionistJudaismAdherents,ReconstructionismJudaismAdherentsperThousand,ReformJudaismAdherents,ReformJudaismAdherentsperThousand,TotalJudaismAdherents,TotalJudaismAdherentsperThousand,UnitarianUniversalistAdherents,UnitarianUniversalistAdherentsperThousand,ZoroastrianAdherents,ZoroastrianAdherentsperThousand
1113,"59,660",Trump,"9,577","9,210","19,136",0.5005,0.4813,0.0192,-0.0192,"10,495","8,276","18,871",0.5561,0.4386,"2,219",0.1176,-918,934,641,93,17980,194,"Columbus, GA-AL","313,749",Metropolitan Statistical Area,Central,52947,133,"36,790",694.85,"23,650",446.67,"8,303",156.82,"2,444",46.16,"1,595",30.12,,,20,0.38,20,0.38,,,,,20,0.38,758,14.32,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
1115,"87,074",Trump,"5,550","31,579","37,937",0.1463,0.8324,-0.6861,0.6861,"5,790","29,001","35,105",0.1649,0.8261,"-23,211",-0.6612,-240,"2,578",632,138,13820,142,"Birmingham-Hoover, AL","1,145,647",Metropolitan Statistical Area,Outlying,83593,154,"39,768",475.73,"34,066",407.52,"1,778",21.27,"2,856",34.17,"1,056",12.63,,,12,0.14,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
1117,"208,713",Trump,"22,927","72,846","99,208",0.2311,0.7343,-0.5032,0.5032,"19,944","71,243","92,204",0.2163,0.7727,"-51,299",-0.5564,"2,983","1,603",785,266,13820,142,"Birmingham-Hoover, AL","1,145,647",Metropolitan Statistical Area,Central,195085,230,"85,708",439.34,"61,933",317.47,"2,421",12.41,"16,076",82.41,"2,883",14.78,58,0.3,20,0.1,,,,,,, -   ,0,"1,508",7.73,,,,,,,500,2.56,500,2.56,308,1.58,,,,,,,,, -   ,0,,,1,0.01
1119,"13,103",Trump,"4,739","1,581","6,391",0.7415,0.2474,0.4941,-0.4941,"5,420","1,585","7,025",0.7715,0.2256,"3,835",0.5459,-681,-4,904,14,,,,,,"Not Metro or Micro, Presumed Rural",13763,52,"4,970",361.11,"2,664",193.56,"1,499",108.92,769,55.87,37,2.69,,,1,0.07,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
1121,"80,862",Trump,"12,108","20,596","33,218",0.3645,0.62,-0.2555,0.2555,"13,878","19,217","33,317",0.4165,0.5768,"-5,339",-0.1602,"-1,770","1,379",737,110,45180,142,"Talladega-Sylacauga, AL",,Micropolitan Statistical Area,Central,82291,209,"44,005",534.75,"33,499",407.08,"3,645",44.29,"4,538",55.15,"1,769",21.5,,,9,0.11,,,,,,, -   ,0,545,6.62,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
1123,"40,844",Trump,"5,271","12,967","18,504",0.2849,0.7008,-0.4159,0.4159,"6,252","12,303","18,668",0.3349,0.659,"-6,051",-0.3241,-981,664,717,57,10760,142,"Alexander City, AL",,Micropolitan Statistical Area,Central,41616,142,"28,905",694.56,"19,714",473.71,"3,526",84.73,"4,580",110.05,894,21.48,,,1,0.02,20,0.48,,,,,20,0.48,158,3.8,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,12,0.29,,
1125,"203,976",Trump,"31,746","47,701","81,708",0.3885,0.5838,-0.1953,0.1953,"32,003","45,703","78,495",0.4077,0.5822,"-13,700",-0.1745,-257,"1,998",1322,154,46220,,"Tuscaloosa, AL","239,908",Metropolitan Statistical Area,Central,194656,311,"104,315",535.89,"71,803",368.87,"14,428",74.12,"12,415",63.78,"3,729",19.16,,,109,0.56,,,,,,, -   ,0,"1,246",6.4,,,,,,,,, -   ,0,308,1.58,,,,,,,178,0.91,178,0.91,99,0.51,,
1127,"65,294",Trump,"4,486","24,208","29,243",0.1534,0.8278,-0.6744,0.6744,"6,551","21,633","28,497",0.2299,0.7591,"-15,082",-0.5292,"-2,065","2,575",791,83,13820,142,"Birmingham-Hoover, AL","1,145,647",Metropolitan Statistical Area,Outlying,67023,217,"43,800",653.51,"39,118",583.65,"1,087",16.22,"2,552",38.08,523,7.8,,,8,0.12,,,,,,, -   ,0,512,7.64,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
1129,"16,804",Trump,"2,366","6,031","8,492",0.2786,0.7102,-0.4316,0.4316,"2,971","5,749","8,761",0.3391,0.6562,"-2,778",-0.3171,-605,282,1080,16,,,,,,"Not Metro or Micro, Presumed Rural",17581,88,"10,284",584.95,"7,391",420.4,"1,621",92.2,"1,242",70.64,30,1.71,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
1131,"11,059",Trump,"4,329","1,737","6,095",0.7103,0.285,0.4253,-0.4253,"4,867","1,676","6,547",0.7434,0.256,"3,191",0.4874,-538,61,889,12,,,,,,"Not Metro or Micro, Presumed Rural",11670,72,"7,124",610.45,"3,442",294.94,"3,007",257.67,568,48.67,12,1.03,,,,,,,,,,, -   ,0,95,8.14,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
1133,"23,877",Trump,871,"9,225","10,255",0.0849,0.8996,-0.8146,0.8146,"1,286","8,310","9,712",0.1324,0.8556,"-7,024",-0.7232,-415,915,613,39,,,,,,"Not Metro or Micro, Presumed Rural",24484,75,"14,974",611.58,"13,499",551.34,,,"1,117",45.62,223,9.11,,,,,,,,,,, -   ,0,135,5.51,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
4001,"71,474",Trump,"12,196","5,315","18,659",0.6536,0.2848,0.3688,-0.3688,"16,833","8,198","25,465",0.661,0.3219,"8,635",0.3391,"-4,637","-2,883",11198,6,,,,,,"Not Metro or Micro, Presumed Rural",71518,132,"34,926",488.35,"3,834",53.61,,,715,10,"15,000",209.74,,,324,4.53,103,1.44,,,,,103,1.44,"14,950",209.04,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
4003,"126,427",Trump,"15,291","25,036","43,147",0.3544,0.5802,-0.2259,0.2259,"16,223","26,742","43,776",0.3706,0.6109,"-10,519",-0.2403,-932,"-1,706",6166,21,43420,,"Sierra Vista-Douglas, AZ","126,427",Metropolitan Statistical Area,Central,131346,207,"53,070",404.05,"13,773",104.86,862,6.56,"3,386",25.78,"26,615",202.63,50,0.38,159,1.21,102,0.78,,,20,0.15,122,0.93,"7,933",60.4,,,,,,,,, -   ,0,,,,,,,,,76,0.58,76,0.58,94,0.72,,
4005,"139,097",Trump,"25,308","16,573","44,929",0.5633,0.3689,0.1944,-0.1944,"26,316","19,368","46,746",0.563,0.4143,"6,948",0.1486,"-1,008","-2,795",18619,7,22380,,"Flagstaff, AZ","139,097",Metropolitan Statistical Area,Central,134421,182,"39,909",296.9,"10,785",80.23,171,1.27,"3,756",27.94,"6,750",50.22,150,1.12,283,2.11,649,4.83,,,146,1.09,795,5.91,"16,633",123.74,,,41,0.31,,,,,41,0.31,150,1.12,,,60,0.45,,,113,0.84,173,1.29,219,1.63,3,0.02
4007,"53,159",Trump,"6,746","13,672","21,398",0.3153,0.6389,-0.3237,0.3237,"6,650","11,525","18,477",0.3599,0.6237,"-4,875",-0.2638,96,"2,147",4758,11,37740,,"Payson, AZ",,Micropolitan Statistical Area,Central,53597,92,"20,145",375.86,"5,416",101.05,,,"1,454",27.13,"8,519",158.95,,,35,0.65,,,,,,, -   ,0,"4,719",88.05,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,2,0.04
4009,"37,666",Trump,"3,301","8,025","11,939",0.2765,0.6722,-0.3957,0.3957,"3,608","8,076","11,854",0.3044,0.6813,"-4,468",-0.3769,-307,-51,4623,8,40940,,"Safford, AZ",,Micropolitan Statistical Area,Central,37220,65,"20,563",552.47,"1,985",53.33,,,561,15.07,"6,194",166.42,30,0.81,27,0.73,,,,,,, -   ,0,"11,766",316.12,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
4011,"9,529",Trump,"1,092","1,892","3,243",0.3367,0.5834,-0.2467,0.2467,"1,310","1,590","2,972",0.4408,0.535,-280,-0.0942,-218,302,1843,5,,,,,,"Not Metro or Micro, Presumed Rural",8437,19,"4,442",526.49,571,67.68,,,34,4.03,"2,608",309.11,,,8,0.95,,,,,,, -   ,0,"1,221",144.72,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
4012,"20,152",Trump,"1,318","3,381","4,931",0.2673,0.6857,-0.4184,0.4184,"1,619","3,205","4,922",0.3289,0.6512,"-1,586",-0.3222,-301,176,4500,4,,,,,,"Not Metro or Micro, Presumed Rural",20489,39,"4,909",239.59,"2,314",112.94,174,8.49,302,14.74,"1,109",54.13,,,19,0.93,,,,,,, -   ,0,991,48.37,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
4013,"4,167,947",Trump,"549,040","590,465","1,201,934",0.4568,0.4913,-0.0345,0.0345,"512,008","654,835","1,187,008",0.4313,0.5517,"-142,827",-0.1203,"37,032","-64,370",9200,453,38060,,"Phoenix-Mesa-Scottsdale, AZ","4,574,531",Metropolitan Statistical Area,Central,3817117,"2,299","1,491,480",390.73,"534,453",140.01,"6,278",1.64,"104,145",27.28,"520,651",136.4,"13,379",3.51,"4,766",1.25,"10,159",2.66,"2,060",0.54,623,0.16,"12,842",3.36,"242,732",63.59,"4,471",1.17,255,0.07,"13,000",3.41,"11,500",3.01,"29,226",7.66,"6,817",1.79,"2,390",0.63,"2,250",0.59,,,"9,212",2.41,"13,852",3.63,"1,390",0.36,93,0.02
4015,"204,737",Trump,"16,485","54,656","74,189",0.2222,0.7367,-0.5145,0.5145,"18,324","46,442","65,949",0.2779,0.7042,"-28,118",-0.4264,"-1,839","8,214",13311,15,29420,332,"Lake Havasu City-Kingman, AZ","204,737",Metropolitan Statistical Area,Central,200186,139,"44,735",223.47,"13,180",65.84,,,"4,061",20.29,"18,500",92.41,64,0.32,64,0.32,,,,,,, -   ,0,"8,147",40.7,,,,,,,,, -   ,0,616,3.08,,,,,,,103,0.51,103,0.51,,,,
4017,"108,277",Trump,"15,362","18,165","35,409",0.4338,0.513,-0.0792,0.0792,"16,157","19,155","35,775",0.4516,0.5354,"-2,998",-0.0838,-795,-990,9950,11,43320,,"Show Low, AZ",,Micropolitan Statistical Area,Central,107449,194,"46,910",436.58,"13,966",129.98,207,1.93,"1,410",13.12,"6,600",61.42,,,212,1.97,,,,,,, -   ,0,"24,301",226.16,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
4019,"1,010,025",Trump,"195,649","147,019","360,762",0.5423,0.4075,0.1348,-0.1348,"183,470","162,927","351,817",0.5215,0.4631,"20,543",0.0584,"12,179","-15,908",9187,110,46060,536,"Tucson, AZ","1,010,025",Metropolitan Statistical Area,Central,980263,636,"390,546",398.41,"98,278",100.26,"4,190",4.27,"37,037",37.78,"203,770",207.87,"2,260",2.31,948,0.97,"2,776",2.83,"1,364",1.39,642,0.65,"4,782",4.88,"28,659",29.24,"3,304",3.37,153,0.16,,,,,"3,457",3.53,308,0.31,"2,187",2.23,400,0.41,,,"3,124",3.19,"5,711",5.83,687,0.7,31,0.03
4021,"406,584",Trump,"35,737","53,857","93,805",0.381,0.5741,-0.1932,0.1932,"41,428","58,947","102,139",0.4056,0.5771,"-17,519",-0.1715,"-5,691","-5,090",5366,76,38060,,"Phoenix-Mesa-Scottsdale, AZ","4,574,531",Metropolitan Statistical Area,Central,375770,245,"81,614",217.19,"20,514",54.59,369,0.98,"5,869",15.62,"39,268",104.5,200,0.53,358,0.95,300,0.8,291,0.77,,,591,1.57,"14,082",37.48,,,,,,,,, -   ,0,358,0.95,,,,,,,,, -   ,0,,,5,0.01
4023,"46,461",Trump,"10,684","3,650","14,926",0.7158,0.2445,0.4713,-0.4713,"9,486","4,235","13,894",0.6827,0.3048,"5,251",0.3779,"1,198",-585,1237,38,35700,536,"Nogales, AZ",,Micropolitan Statistical Area,Central,47420,43,"18,651",393.32,"2,009",42.37,,,459,9.68,"15,217",320.9,,,70,1.48,,,,,,, -   ,0,876,18.47,,,20,0.42,,,,,20,0.42,,,,,,,,,,, -   ,0,,,,
4025,"222,255",Trump,"29,705","58,862","92,780",0.3202,0.6344,-0.3143,0.3143,"32,624","62,385","96,790",0.3371,0.6445,"-29,761",-0.3075,"-2,919","-3,523",8124,27,39140,,"Prescott, AZ","222,255",Metropolitan Statistical Area,Central,211033,240,"54,822",259.78,"22,957",108.78,,,"4,525",21.44,"16,500",78.19,100,0.47,209,0.99,,,,,26,0.12,26,0.12,"9,608",45.53,,,71,0.34,12,0.06,,,83,0.39,,,,,,,,,400,1.9,400,1.9,200,0.95,,
4027,"204,275",Trump,"18,336","20,586","40,759",0.4499,0.5051,-0.0552,0.0552,"14,025","19,500","33,935",0.4133,0.5746,"-5,475",-0.1613,"4,311","1,086",5514,37,49740,,"Yuma, AZ","204,275",Metropolitan Statistical Area,Central,195751,141,"73,206",373.98,"18,341",93.7,222,1.13,"4,078",20.83,"43,401",221.72,,,177,0.9,,,,,,, -   ,0,"6,300",32.18,,,,,60,0.31,,,60,0.31,308,1.57,,,,,,,89,0.45,89,0.45,16,0.08,,
5001,"18,433",Trump,"1,939","3,825","6,167",0.3144,0.6202,-0.3058,0.3058,"2,454","3,892","6,488",0.3782,0.5999,"-1,438",-0.2216,-515,-67,989,19,,,,,,"Not Metro or Micro, Presumed Rural",19019,66,"13,578",713.92,"9,709",510.49,"1,032",54.26,"2,500",131.45,300,15.77,,,37,1.95,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5003,"20,838",Trump,"2,408","5,338","8,027",0.3,0.665,-0.365,0.365,"2,855","4,866","7,915",0.3607,0.6148,"-2,011",-0.2541,-447,472,925,23,,,,,,"Not Metro or Micro, Presumed Rural",21853,100,"19,524",893.42,"14,265",652.77,"3,469",158.74,"1,009",46.17,694,31.76,,,6,0.27,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5005,"41,053",Trump,"4,163","14,655","19,572",0.2127,0.7488,-0.5361,0.5361,"5,172","13,688","19,339",0.2674,0.7078,"-8,516",-0.4404,"-1,009",967,554,74,34260,,"Mountain Home, AR",,Micropolitan Statistical Area,Central,41513,92,"21,158",509.67,"14,884",358.54,499,12.02,"2,528",60.9,"2,359",56.83,,,13,0.31,,,,,,, -   ,0,730,17.58,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,10,0.24,,
5007,"249,672",Trump,"27,894","60,751","94,262",0.2959,0.6445,-0.3486,0.3486,"22,144","53,477","77,525",0.2856,0.6898,"-31,333",-0.4042,"5,750","7,274",847,295,22220,,"Fayetteville-Springdale-Rogers, AR-MO","513,559",Metropolitan Statistical Area,Central,221339,295,"109,019",492.54,"72,566",327.85,,,"14,839",67.04,"16,757",75.71,,,89,0.4,,,,,,, -   ,0,"4,210",19.02,250,1.13,,,,,,,250,1.13,308,1.39,,,,,,,,, -   ,0,,,,
5009,"37,222",Trump,"2,925","12,225","15,912",0.1838,0.7683,-0.5845,0.5845,"3,762","11,143","15,363",0.2449,0.7253,"-7,381",-0.4804,-837,"1,082",590,63,25460,,"Harrison, AR",,Micropolitan Statistical Area,Central,36903,98,"27,467",744.3,"23,485",636.4,,,"2,437",66.04,970,26.29,,,2,0.05,,,,,,, -   ,0,573,15.53,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5011,"11,094",Trump,"1,317","2,163","3,617",0.3641,0.598,-0.2339,0.2339,"1,447","2,118","3,634",0.3982,0.5828,-671,-0.1846,-130,45,649,17,,,,,,"Not Metro or Micro, Presumed Rural",11508,58,"9,409",817.61,"5,785",502.69,"2,263",196.65,972,84.46,389,33.8,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5013,"5,229",Trump,636,"1,554","2,250",0.2827,0.6907,-0.408,0.408,660,"1,458","2,174",0.3036,0.6707,-798,-0.3671,-24,96,629,8,15780,,"Camden, AR",,Micropolitan Statistical Area,Outlying,5368,22,"2,405",448.03,"1,992",371.09,177,32.97,236,43.96,,,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5015,"27,704",Trump,"3,334","6,773","10,656",0.3129,0.6356,-0.3227,0.3227,"3,691","6,121","10,172",0.3629,0.6017,"-2,430",-0.2389,-357,652,630,44,,,,,,"Not Metro or Micro, Presumed Rural",27446,73,"10,843",395.07,"7,926",288.79,,,"1,479",53.89,950,34.61,,,6,0.22,,,,,,, -   ,0,280,10.2,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,67,2.44,,
5017,"11,027",Trump,"2,350","1,716","4,149",0.5664,0.4136,0.1528,-0.1528,"2,649","1,670","4,361",0.6074,0.3829,979,0.2245,-299,46,644,17,,,,,,"Not Metro or Micro, Presumed Rural",11800,39,"6,282",532.37,"4,240",359.32,999,84.66,498,42.2,525,44.49,,,1,0.08,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,19,1.61,19,1.61,,,,
5019,"22,633",Trump,"3,606","4,398","8,365",0.4311,0.5258,-0.0947,0.0947,"3,808","4,343","8,406",0.453,0.5167,-535,-0.0636,-202,55,866,26,11660,,"Arkadelphia, AR",,Micropolitan Statistical Area,Central,22995,84,"15,623",679.41,"12,259",533.12,"1,291",56.14,"1,735",75.45,80,3.48,,,15,0.65,,,,,,, -   ,0,243,10.57,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5021,"15,109",Trump,"1,999","3,779","5,978",0.3344,0.6322,-0.2978,0.2978,"1,738","3,225","5,110",0.3401,0.6311,"-1,487",-0.291,261,554,639,24,,,,,,"Not Metro or Micro, Presumed Rural",16083,57,"7,159",445.13,"6,355",395.14,,,774,48.13,30,1.87,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5023,"25,467",Trump,"2,101","9,454","11,968",0.1756,0.7899,-0.6144,0.6144,"2,618","8,691","11,643",0.2249,0.7465,"-6,073",-0.5216,-517,763,554,46,,,,,,"Not Metro or Micro, Presumed Rural",25970,62,"12,988",500.12,"9,580",368.89,,,"2,408",92.72,405,15.59,,,4,0.15,,,,,,, -   ,0,591,22.76,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5025,"8,311",Trump,723,"2,460","3,299",0.2192,0.7457,-0.5265,0.5265,845,"2,313","3,266",0.2587,0.7082,"-1,468",-0.4495,-122,147,598,14,38220,340,"Pine Bluff, AR","93,696",Metropolitan Statistical Area,Outlying,8689,36,"4,269",491.31,"3,392",390.38,331,38.09,546,62.84,,,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5027,"24,114",Trump,"3,140","5,456","8,837",0.3553,0.6174,-0.2621,0.2621,"3,557","5,790","9,455",0.3762,0.6124,"-2,233",-0.2362,-417,-334,766,31,31620,,"Magnolia, AR",,Micropolitan Statistical Area,Central,24552,73,"12,995",529.28,"7,487",304.94,"3,082",125.53,"1,972",80.32,220,8.96,,,1,0.04,,,,,,, -   ,0,233,9.49,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5029,"21,019",Trump,"2,655","4,844","7,837",0.3388,0.6181,-0.2793,0.2793,"3,003","4,511","7,724",0.3888,0.584,"-1,508",-0.1952,-348,333,552,38,,,,,,"Not Metro or Micro, Presumed Rural",21273,66,"10,387",488.27,"6,533",307.1,872,40.99,846,39.77,"1,791",84.19,,,3,0.14,,,,,,, -   ,0,342,16.08,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5031,"104,354",Trump,"10,474","22,798","34,968",0.2995,0.652,-0.3524,0.3524,"10,351","20,044","31,207",0.3317,0.6423,"-9,693",-0.3106,123,"2,754",707,148,27860,308,"Jonesboro, AR","128,394",Metropolitan Statistical Area,Central,96443,170,"54,194",561.93,"44,184",458.14,655,6.79,"5,408",56.07,"2,470",25.61,,,5,0.05,,,,,,, -   ,0,653,6.77,,,,,,,,, -   ,0,308,3.19,,,,,,,86,0.89,86,0.89,20,0.21,,
5033,"61,703",Trump,"4,476","16,655","22,155",0.202,0.7517,-0.5497,0.5497,"4,872","15,125","20,562",0.2369,0.7356,"-10,253",-0.4986,-396,"1,530",593,104,22900,,"Fort Smith, AR-OK","280,241",Metropolitan Statistical Area,Central,61948,128,"31,172",503.2,"25,526",412.06,,,"3,767",60.81,"1,263",20.39,,,6,0.1,,,,,,, -   ,0,610,9.85,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5035,"48,963",Trump,"8,368","6,953","15,798",0.5297,0.4401,0.0896,-0.0896,"9,092","6,192","15,513",0.5861,0.3991,"2,900",0.1869,-724,761,610,80,32820,368,"Memphis, TN-MS-AR","1,344,127",Metropolitan Statistical Area,Central,50902,79,"24,856",488.31,"16,649",327.08,"4,466",87.74,"2,805",55.11,525,10.31,,,6,0.12,,,,,,, -   ,0,405,7.96,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5037,"17,284",Trump,"1,995","4,577","6,831",0.2921,0.67,-0.378,0.378,"2,279","4,268","6,680",0.3412,0.6389,"-1,989",-0.2978,-284,309,616,28,,,,,,"Not Metro or Micro, Presumed Rural",17870,59,"12,130",678.79,"8,988",502.97,"1,289",72.13,"1,503",84.11,350,19.59,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5039,"7,604",Trump,"1,165","1,507","2,741",0.425,0.5498,-0.1248,0.1248,"1,337","1,664","3,083",0.4337,0.5397,-327,-0.1061,-172,-157,667,11,,,,,,"Not Metro or Micro, Presumed Rural",8116,40,"4,735",583.42,"2,824",347.95,"1,220",150.32,591,72.82,36,4.44,,,,,,,,,,, -   ,0,64,7.89,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5041,"11,965",Trump,"2,227","1,915","4,226",0.527,0.4531,0.0738,-0.0738,"2,353","1,807","4,240",0.555,0.4262,546,0.1288,-126,108,768,16,,,,,,"Not Metro or Micro, Presumed Rural",13008,52,"8,525",655.37,"6,173",474.55,"1,380",106.09,856,65.81,82,6.3,,,34,2.61,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5043,"18,778",Trump,"2,364","3,967","6,552",0.3608,0.6055,-0.2447,0.2447,"2,627","3,883","6,626",0.3965,0.586,"-1,256",-0.1896,-263,84,828,23,,,,,,"Not Metro or Micro, Presumed Rural",18509,68,"13,284",717.7,"8,917",481.77,"2,069",111.78,"1,754",94.76,242,13.07,,,2,0.11,,,,,,, -   ,0,219,11.83,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5045,"121,552",Trump,"14,525","29,170","46,364",0.3133,0.6292,-0.3159,0.3159,"13,559","26,653","41,322",0.3281,0.645,"-13,094",-0.3169,966,"2,517",648,188,30780,340,"Little Rock-North Little Rock-Conway, AR","731,612",Metropolitan Statistical Area,Outlying,113237,144,"53,936",476.31,"39,848",351.9,744,6.57,"6,728",59.42,"5,089",44.94,,,20,0.18,,,,,,, -   ,0,"1,457",12.87,,,,,,,,, -   ,0,50,0.44,,,,,,,,, -   ,0,,,,
5047,"17,702",Trump,"1,376","5,034","6,698",0.2054,0.7516,-0.5461,0.5461,"1,725","4,631","6,539",0.2638,0.7082,"-2,906",-0.4444,-349,403,609,29,,,,,,"Not Metro or Micro, Presumed Rural",18125,46,"7,578",418.1,"5,699",314.43,,,"1,166",64.33,710,39.17,,,3,0.17,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5049,"12,204",Trump,"1,067","3,470","4,744",0.2249,0.7315,-0.5065,0.5065,"1,452","2,949","4,522",0.3211,0.6521,"-1,497",-0.331,-385,521,618,20,,,,,,"Not Metro or Micro, Presumed Rural",12245,49,"5,397",440.75,"4,993",407.76,,,402,32.83,,,,,2,0.16,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5051,"97,177",Trump,"12,283","26,053","40,337",0.3045,0.6459,-0.3414,0.3414,"13,317","25,031","39,241",0.3394,0.6379,"-11,714",-0.2985,"-1,034","1,022",678,143,26300,284,"Hot Springs, AR","97,177",Metropolitan Statistical Area,Central,96024,193,"51,057",531.71,"31,254",325.48,"2,578",26.85,"10,744",111.89,"4,501",46.87,391,4.07,33,0.34,,,,,,, -   ,0,"1,082",11.27,,,77,0.8,,,,,77,0.8,,,,,,,,,148,1.54,148,1.54,114,1.19,,
5053,"18,102",Trump,"1,407","5,160","6,855",0.2053,0.7527,-0.5475,0.5475,"1,467","4,829","6,478",0.2265,0.7454,"-3,362",-0.519,-60,331,632,29,30780,340,"Little Rock-North Little Rock-Conway, AR","731,612",Metropolitan Statistical Area,Outlying,17853,50,"8,562",479.58,"7,283",407.94,307,17.2,904,50.64,68,3.81,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5055,"44,196",Trump,"3,056","10,698","14,422",0.2119,0.7418,-0.5299,0.5299,"3,998","9,066","13,754",0.2907,0.6592,"-5,068",-0.3685,-942,"1,632",578,77,37500,308,"Paragould, AR",,Micropolitan Statistical Area,Central,42090,100,"23,179",550.7,"19,964",474.32,,,"2,582",61.34,410,9.74,,,1,0.02,,,,,,, -   ,0,222,5.27,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
5057,"22,084",Trump,"2,371","4,391","6,984",0.3395,0.6287,-0.2892,0.2892,"2,466","4,284","6,919",0.3564,0.6192,"-1,818",-0.2628,-95,107,728,30,26260,,"Hope, AR",,Micropolitan Statistical Area,Central,22609,67,"11,496",508.47,"7,340",324.65,"2,268",100.31,"1,277",56.48,386,17.07,,,1,0.04,,,,,,, -   ,0,224,9.91,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
